,a136,no115,b86,a110,no38,d204,a94,b179,no7,d216,a99,b109,b37,b4,c31,c17,a87,c181,c48,c22,b178,c20,d73,a61,d188,c26,a93,b29,b78,c33,b89,a113,b8,no13,c35,b28,b3,osn11,b55,a112,a111,b49,c10,d194,a144,a95,d222,c44,d195,a153,b47,c18,a134,a154,c53,no54,b23,a104,no41,c24,c57,d196,no137,os12,no36,no32,d187,b25,c50,b75,c5,osn16,a119,c166,c1,c45,a135,d219,b34,a100,d206,a92,b21,b43,a88,c6,b51,a130,b182,b40,c138,c56,a85,c52,d201,c14,b2,no19,c9,d217,c46,a114,a103,b60,d193,a97,d220,d202,d205,c150,os15,c160,no42,b174,d221,d203,a102,a39,a90,a145,d200,b59,c30,b71,b27
OTU430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1296,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1294,8,47,1,28,1,12,31,5,1,66,16,49,1,4,3,0,24,31,91,66,7,5,1,15,11,0,14,5,88,19,8,104,2,0,5,2,5,0,1,104,42,4,1,10,7,13,5,0,1,20,1,3,66,22,18,2,21,4,26,16,8,33,0,16,0,0,10,57,1,9,1,10,16,68,4,1,31,28,10,34,134,1,2,0,21,4,50,57,8,1,2,0,113,8,0,7,2,14,2,150,2,32,6,32,12,42,21,0,3,15,6,28,3,22,14,0,1,6,7,52,2,0,0,0,0
OTU1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU433,12,112,136,172,0,50,259,20,0,75,160,178,0,0,0,0,238,175,0,0,48,0,58,134,56,0,46,0,16,0,45,37,0,0,0,0,0,0,0,5,33,0,0,251,242,260,86,0,58,132,0,0,131,125,0,0,0,73,0,0,0,29,206,0,0,0,31,0,0,222,0,0,128,21,0,0,43,13,0,146,110,2,0,0,293,0,0,215,20,0,39,0,12,0,0,0,0,0,0,115,0,84,59,39,51,112,126,0,15,64,0,72,0,45,52,0,41,0,198,162,171,4,0,0,0
OTU1291,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
OTU1290,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU1689,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU432,64,0,0,0,14,0,0,6,7,0,7,0,13,29,9,16,0,0,0,0,130,0,4,0,112,0,0,12,0,0,0,0,0,0,13,0,7,2,1,0,0,0,0,0,0,0,7,11,4,0,2,0,0,1,0,20,0,11,19,0,1,0,0,0,0,16,0,0,6,0,0,0,0,0,0,24,0,0,0,0,0,0,199,15,6,43,4,6,0,5,0,28,0,14,0,0,6,4,5,0,20,0,0,4,2,27,0,0,0,11,2,0,2,0,0,0,35,16,0,0,0,22,19,5,21
OTU1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,1,0
OTU1298,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,31,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
OTU2599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU2594,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
OTU2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
OTU2596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2592,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU72,0,2,0,0,19,0,0,0,46,0,0,0,202,192,54,3,0,0,53,1098,0,284,0,0,0,3,0,181,0,283,0,0,78,121,292,60,93,38,3,0,0,295,14,0,0,0,4,2,0,0,10,421,0,0,157,83,643,1,511,431,72,3,0,459,22,16,0,1494,76,0,115,112,15,0,71,108,0,0,329,0,0,0,39,0,0,146,360,0,0,13,0,13,68,114,0,407,80,380,176,0,33,0,0,0,0,0,0,0,0,0,131,0,77,0,0,0,0,163,0,0,0,0,6,0,0
OTU73,51,0,0,12,399,4,0,99,122,40,20,0,75,73,703,1032,1,0,467,0,155,60,145,0,130,377,0,179,14,0,0,0,89,169,922,181,166,187,205,0,0,155,391,4,0,2,8,34,27,1,1897,5,0,0,224,55,2,1,13,5,39,20,0,0,288,949,16,0,171,0,25,0,0,18,0,798,0,0,6,0,0,4,8,511,0,777,10,0,0,1020,28,363,40,145,0,0,9,25,0,0,51,0,0,15,3,33,0,2,19,0,0,0,976,0,0,0,0,232,0,0,0,94,115,699,331
OTU70,116,1638,45,1095,0,170,1129,10,0,56,609,63,0,0,0,0,146,32,0,0,17,0,36,157,27,0,542,0,44,0,219,269,0,0,0,0,0,0,0,102,687,0,0,30,935,1437,22,0,11,1059,0,0,280,873,0,0,0,1058,0,0,0,1,774,0,0,0,285,0,0,687,0,0,143,165,0,0,416,45,0,78,154,36,0,2,1452,0,0,73,22,0,978,0,68,0,1,0,0,0,0,85,0,224,107,2,56,70,493,0,41,718,0,54,0,59,42,1,0,0,1161,142,1531,2,0,1,0
OTU71,102,169,155,129,0,87,224,107,0,714,235,499,0,0,0,0,285,233,0,0,42,0,21,614,39,0,116,0,197,0,256,614,0,0,0,0,0,0,0,854,673,0,2,71,190,98,75,0,18,479,0,0,227,199,0,0,0,36,0,0,0,105,347,5,0,0,405,0,0,47,0,0,759,859,0,0,194,339,0,502,310,8,0,1,143,0,0,241,43,0,28,0,620,0,1,0,0,0,0,851,0,192,141,118,67,460,91,0,92,170,0,316,0,355,144,0,651,0,62,1747,32,2,0,1,1
OTU76,3,48,2,31,5,5,3,5,576,289,75,3,37,53,15,1,28,48,48,123,19,34,8,2,3,1,9,16,0,193,49,14,2173,10,31,6,30,1,3,41,0,212,3,34,16,145,14,4,48,17,5,19,391,44,15,37,132,19,233,155,16,28,68,110,2,2,6,145,35,26,44,19,2,20,1227,29,0,173,60,4,39,0,28,0,27,1030,176,9,4,1,3,0,17,42,0,450,415,25,33,244,151,457,40,0,10,5,52,0,3,538,62,578,3,11,7,0,0,8,7,115,7,1,6,0,0
OTU77,188,1140,250,945,3,300,748,14,51,175,1105,215,0,0,0,136,565,241,1,0,162,0,84,312,65,0,645,1,368,21,851,730,0,0,0,32,1,0,2,880,1856,0,0,188,975,1129,113,1,178,1003,15,0,635,800,0,3,0,939,3,0,0,60,656,0,0,0,334,0,2,917,0,0,931,222,0,0,481,372,0,836,507,59,0,102,872,0,0,326,19,0,962,48,361,2,0,0,0,0,9,650,0,404,418,64,379,95,1110,1,145,582,0,197,0,180,267,0,127,0,764,400,258,26,0,6,0
OTU74,0,5,0,0,0,666,0,453,0,95,43,0,0,0,0,0,112,19,0,0,0,2,0,116,0,0,0,0,0,1,61,259,0,0,0,0,0,0,0,0,0,0,0,2,0,0,45,0,89,0,0,0,6,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,1,1,0,0,20,10,0,51,679,38,1,0,0,0,0,0,1177,0,380,0,0,0,583,8,0,11,0,0,0,464,0,724,54,0,11,2353,0,75,43,2,0,1121,1,1554,53,0,2,119,1,0,0,1,1
OTU75,76,183,72,50,19,21,87,20,71,218,208,266,169,340,78,5,246,77,66,1095,33,261,7,258,23,5,56,184,247,280,142,388,75,95,271,71,113,49,6,445,165,362,26,97,54,96,68,3,7,96,7,395,80,72,323,72,1088,23,480,358,59,61,141,717,27,20,303,1711,52,88,230,306,164,333,77,110,166,166,378,528,56,4,32,0,39,264,308,170,36,19,12,8,390,127,0,383,123,323,103,528,48,228,115,97,79,124,80,0,35,115,105,137,86,98,35,0,425,157,35,356,24,3,6,1,0
OTU2757,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0
OTU2756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU78,0,0,688,0,0,0,0,0,0,2,0,0,0,0,0,0,210,225,0,214,0,0,1,0,0,0,11,60,0,0,0,0,0,0,21,0,1,0,0,0,0,0,0,0,0,0,81,0,0,11,0,0,0,0,0,0,1368,0,0,0,0,0,0,289,3,0,1,0,0,0,0,0,0,0,0,0,77,1401,0,2,0,0,27,0,0,93,0,393,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,150,0,0,0,72,0,16,0,0,0,0,0,70,0,0,0,0,0,0
OTU79,4,0,0,0,214,0,0,69,58,0,0,0,8,35,35,169,0,0,36,0,220,17,27,0,44,249,0,37,0,11,0,0,8,34,83,4,72,22,58,0,0,55,12,2,0,0,8,2,29,0,102,0,0,0,4,1,0,2,0,0,0,12,0,0,81,42,0,0,10,0,19,0,0,0,0,51,33,20,0,0,0,2,34,197,0,1454,2,0,0,188,0,29,0,229,0,0,0,23,32,0,20,0,0,5,0,23,0,0,0,0,0,0,57,0,0,0,0,23,0,0,5,106,94,38,16
OTU2753,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1121,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,18,8,30,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU1120,0,0,0,0,0,30,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
OTU1123,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,52,0,7,0,0,0,15,0,0,0,0,0,1,0,0,1,0,0,0,7,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
OTU1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU1125,0,0,0,0,0,17,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0,15,0,0,0,0,0,0,1,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,35,0,13,0,0,0,0,0,0,0,0,0
OTU1124,0,0,0,0,0,0,16,0,0,29,0,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,14,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1126,0,0,0,0,0,1,0,6,0,26,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
OTU1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1128,0,0,0,0,0,0,0,2,0,21,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1635,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,0,3,1,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,4,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,2,7,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,9,0,0,3
OTU964,4,0,0,0,6,0,0,0,13,16,0,0,0,0,12,0,0,0,0,0,0,0,16,0,2,0,0,0,0,0,0,0,0,27,0,0,0,0,3,0,0,5,7,1,0,0,0,0,5,0,33,0,0,0,4,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,4,0,0,0,15,0,14,0,20,0,5,0,6,1,20,1,0,16,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6,0,0,0,0,6,2,0
OTU1634,0,0,0,0,0,0,0,0,0,0,0,0,3,64,2,0,0,0,3,0,5,0,0,0,0,2,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,14,11,1,0,0,0,0,6,0,0,0,0,1,0,0,2,2,4,0,0,0,0,5,0,0,1,0,0,0,0,0,0,4,0,90,0,0,0,0,5,0,0,2,6,0,0,3,0,0,0,214,0,0,0,4,0,0,0,0,0,35,0,118,0,0,1,0,4,0,1,0,9,0,0,0,0,0,0,173,6,0,1
